Seq	Object	Dprime
465	4307-1308	918.969359079
36	4149-253	919.151725287
41	4151-444	919.247242823
55	4163-1958	921.521037985
284	4259-1433	922.37822812
7699	366-3755	922.414009952
6429	257-3836	923.85957363
103	4186-1754	924.236659424
33	4149-149	924.430321669
6029	233-3842	924.860802491
274	4252-1443	925.805064242
2536	043-3831	926.117786011
6885	293-3829	926.293349525
107	4191-1729	926.904825179
7838	396-3743	927.039920602
2848	073-3841	928.107211173
7656	363-3804	929.328023567
341	4276-1348	929.560057548
117	4196-1705	929.575499999
6455	260-3842	929.752010129
2717	058-3840	930.684643101
30	4146-131	931.170503928
28	4144-446	931.171160923
356	4280-1336	931.444314815
218	4226-1534	931.503435435
2029	4564-3805	931.812713102
2564	046-3838	931.960558358
7739	374-3801	932.16524446
43	4153-010	933.476149413
145	4206-1625	933.498462731
2886	078-3848	933.834361925
29	4145-116	934.119785379
7423	338-3821	934.430550268
5335	197-3857	935.212787708
499	4315-1230	936.338506155
26	4139-431	936.401258836
1314	4464-3706	937.286926868
32	4147-038	937.601013515
7665	364-3812	937.866019255
227	4230-1508	938.599600119
21	4136-255	939.179259805
1504	4483-3723	939.235803621
24	4138-157	939.346746076
2437	030-3841	939.433595372
5376	199-3901	939.456346687
31	4146-032	939.688536984
5421	201-3902	941.078700589
189	4219-1530	941.95161606
6378	254-3856	942.644956046
2140	4583-3826	942.85738026
492	4314-1223	942.859349932
7836	396-3801	943.535697444
5609	211-3905	944.279954065
455	4305-1234	944.682751949
7917	409-3755	945.474741696
1427	4477-3725	945.68375074
327	4272-1328	945.979444681
3552	128-3908	946.367846873
25	4138-056	946.496988635
17	4132-420	947.228921584
16	4130-352	947.461793787
4431	164-3910	947.491908862
3750	138-3910	947.886975053
18	4132-142	950.303750072
6209	243-3906	950.442815503
157	4209-1539	951.318943675
6633	271-3901	951.347441774
4015	149-3914	951.540123836
4291	160-3915	952.010104275
13	4126-327	953.400888132
121	4197-1605	953.576643742
109	4193-1618	953.81553868
4529	168-3917	954.066023315
3125	099-3913	955.115563373
7093	309-3854	955.785569702
7920	410-3806	956.325258585
12	4124-343	956.414458481
147	4206-1536	956.599871896
5058	185-3920	957.37968479
5390	200-3919	957.465686224
5986	231-3916	957.84727405
1027	4417-3649	958.385604193
6335	252-3913	958.681890118
2905	080-3913	958.820760033
7857	399-3816	959.200335724
1294	4461-3731	961.96059544
2315	014-3859	962.854465172
6746	280-3910	962.981116204
8	4120-419	963.960430344
9	4121-215	964.147065113
7630	360-3842	964.206900386
7863	400-3821	964.510197972
7628	359-3843	964.700272635
71	4172-1658	965.392115733
7	4120-440	965.49923747
4738	175-3928	965.722294716
193	4221-1439	965.868296501
182	4219-1444	966.109852232
88	4183-1619	966.619928142
116	4196-1541	966.776000203
141	4205-1514	968.16654727
7991	426-3810	968.760044068
139	4204-1516	969.063490625
15	4130-000	969.893787311
7561	352-3852	970.586953762
6650	273-3920	970.94994771
7848	398-3829	970.997320118
5	4116-211	971.022559249
3292	109-3931	971.402560687
6211	243-3928	972.139551769
1818	4529-3829	972.323950061
82	4177-1624	972.876442697
3568	130-3935	973.261937078
5346	197-3935	973.868198951
11	4124-020	973.942059123
963	4407-3659	974.630576726
365	4283-1225	974.779472892
6639	272-3924	974.799426506
2281	011-3910	974.86119778
8109	456-3755	974.874308834
14	4128-1946	974.932689672
7482	346-3900	975.917282009
3	4111-254	976.376467104
133	4202-1505	976.75414538
7410	338-3905	977.214446444
358	4280-1226	977.25710636
46	4154-1730	977.713644534
7934	412-3829	978.949654837
4653	172-3942	979.082318898
7621	359-3859	979.451022256
6331	251-3935	980.314146116
6039	234-3939	982.030890818
7940	413-3833	982.56659276
8045	439-3817	983.574801367
122	4198-1502	983.937155106
7360	331-3916	985.388019649
1437	4477-3810	985.515668015
104	4187-1525	985.780407553
277	4253-1260	985.798570541
276	4252-1302	985.939338676
176	4217-1411	986.065923976
3664	135-3948	986.248897278
6	4117-008	986.252468782
7340	329-3919	987.12357136
1431	4477-3812	987.377527915
7592	356-3908	987.383135583
296	4261-1243	987.780311019
5763	218-3947	987.798178719
7760	377-3859	988.250831033
4	4111-040	988.876969701
47	4154-1654	990.883639528
7387	334-3921	991.124244285
96	4185-1518	991.774473901
5984	231-3950	992.448043709
236	4236-1321	992.697790797
2	4103-152	992.973753136
4093	153-3956	993.392886768
7381	333-3925	994.249386389
1	4099-226	995.828296865
23	4137-1744	997.086112809
105	4188-1457	998.316641905
5799	220-3958	998.378806463
8006	429-3840	998.455917483
7886	404-3856	999.408151624
8139	473-3813	1002.19155431
6479	262-3956	1003.41795591
8003	428-3846	1003.54405892
7824	394-3908	1004.9541005
1290	4460-3821	1006.57936359
7278	324-3942	1007.93063763
6125	238-4007	1010.2563113
20	4135-1712	1010.66243721
208	4224-1315	1011.1856681
8160	484-3815	1011.7790844
6187	241-4010	1013.57315876
6748	280-4003	1015.18161598
7691	365-3933	1015.46361051
8102	454-3842	1015.49349896
6233	244-4012	1015.84900677
7701	366-3936	1018.32677039
7888	404-3917	1018.6773701
8164	490-3818	1018.82893426
222	4226-1255	1019.73317117
8088	447-3851	1019.75439454
241	4238-1232	1020.5063434
27	4142-1621	1021.84121503
177	4218-1308	1021.90657756
7926	411-3917	1022.59913274
35	4149-1550	1024.59455888
7762	379-3937	1025.60341899
7897	407-3924	1026.90976539
7894	406-3925	1027.13640045
8159	483-3837	1030.444512
235	4234-1223	1030.76137314
7136	313-4011	1031.84949338
8086	446-3907	1033.67816569
8178	519-3812	1034.27220195
44	4154-1516	1034.33741147
7344	329-4008	1034.62324308
8183	525-3808	1035.5039632
8104	455-3904	1035.83629109
7307	326-4012	1037.7424078
7431	339-4009	1039.60671971
7531	351-4005	1040.23689612
34	4149-1511	1042.22085862
230	4231-1211	1042.85257693
8171	502-3836	1043.16376387
8129	466-3907	1045.57302852
8040	438-3927	1046.92938442
7853	398-3951	1047.62913228
7320	327-4022	1047.63189825
7181	315-4028	1049.2914922
7724	371-4006	1049.37574209
215	4225-1210	1049.52425667
7054	306-4031	1050.20181015
8019	434-3934	1051.16235589
8150	477-3905	1051.44728837
171	4214-1227	1052.43499783
8169	499-3852	1054.92796074
8155	481-3907	1056.3399289
148	4207-1231	1058.10929699
7830	394-4005	1059.44578424
8135	468-3923	1061.93592479
151	4208-1222	1062.4018034
158	4209-1219	1062.54252102
8123	462-3930	1064.74132369
8016	433-3950	1064.98841453
7694	366-4025	1065.26780996
7557	352-4031	1065.99686332
8173	512-3857	1068.79382481
7989	426-3959	1069.19862225
8066	443-3954	1074.24994673
8138	471-3936	1075.30296636
7616	358-4042	1078.29721614
7713	368-4038	1078.7613715
7671	364-4040	1078.91855537
7945	415-4015	1079.01485845
7981	424-4010	1079.30925578
7834	396-4026	1079.69761217
7633	360-4044	1080.95219395
7717	368-4044	1084.33578805
7938	413-4031	1093.1904525
8112	457-4006	1094.01752418
8071	444-4016	1095.38531758
7826	394-4044	1095.65789382
7765	380-4052	1097.48948432
7932	412-4037	1097.7761544
8181	522-3925	1099.85365247
7951	417-4037	1100.45310968
7999	427-4035	1104.28875563
8059	440-4028	1105.01087036
8182	523-3934	1108.83526
8174	513-3942	1109.08909523
7815	390-4060	1109.22711932
7997	427-4042	1110.44112967
8180	521-3941	1113.08879085
8028	435-4042	1114.90699163
8013	432-4044	1115.68395114
8185	535-3933	1116.59971711
8175	513-3951	1116.66021306
8137	469-4024	1118.24074334
7984	425-4057	1123.86637857
8170	500-4011	1125.20099543
8021	434-4055	1126.47925719
8162	487-4024	1128.6116334
7995	427-4102	1128.67813464
8131	467-4038	1129.3454003
8177	515-4004	1129.44864162
8126	463-4041	1130.08990021
8001	427-4103	1130.75203056
8168	498-4028	1139.33128447
8127	464-4101	1148.41876659
8118	458-4110	1154.02735788
8165	495-4048	1155.56725059
8119	461-4115	1159.23179821
8151	478-4112	1166.88331003
